35.685	139.7514
40.6943	-73.9249
19.4424	-99.131
19.017	72.857
-23.5587	-46.625
28.67	77.23
31.2165	121.4365
22.495	88.3247
34.1139	-118.4068
23.7231	90.4086
-34.6025	-58.3975
24.87	66.99
30.05	31.25
-22.925	-43.225
34.75	135.4601
39.9289	116.3883
14.6042	120.9822
55.7522	37.6155
41.105	29.01
48.8667	2.3333
37.5663	126.9997
6.4433	3.3915
-6.1744	106.8294
23.145	113.325
41.8373	-87.6862
51.5	-0.1167
-12.048	-77.0501
35.6719	51.4243
-4.3297	15.315
4.5964	-74.0833
22.5524	114.1221
30.58	114.27
22.305	114.185
39.13	117.2
13.09	80.28
25.0358	121.5683
12.97	77.56
13.75	100.5166
31.56	74.35
29.565	106.595
25.7839	-80.2102
17.4	78.48
32.7936	-96.7662
-33.45	-70.667
40.0077	-75.1339
-19.915	-43.915
40.4	-3.6834
29.7869	-95.3905
23.0301	72.58
10.78	106.695
38.9047	-77.0163
33.7627	-84.4225
43.7	-79.42
1.293	103.8558
-8.8383	13.2344
33.3386	44.3939
41.3833	2.1834
22.5804	88.3299
41.805	123.45
15.5881	32.5342
18.53	73.85
42.3188	-71.0846
-33.92	151.1852
59.939	30.316
22.33	91.8
23.0489	113.7447
24.6408	46.7727
21.0333	105.85
20.67	-103.33
-37.82	144.975
31.2	29.95
30.67	104.07
16.7834	96.1667
33.5722	-112.0891
34.275	108.895
-30.05	-51.2
21.2	72.84
23.0965	109.6091
5.32	-4.04
-15.7833	-47.9161
39.9272	32.8644
25.67	-100.33
35.32	139.58
32.05	118.78
45.5	-73.5833
26.58	106.72
-8.0756	-34.9156
47.6211	-122.3244
45.75	126.65
37.7562	-122.443
-3.75	-38.58
24.5204	117.67
42.3834	-83.1024
-12.97	-38.48
35.0951	129.01
-26.17	28.03
52.5218	13.4015
36.7631	3.0506
41.896	12.4833
39.0194	125.7547
6.275	-75.575
34.5167	69.1833
37.9833	23.7333
35.155	136.915
-33.92	18.435
32.8312	-117.1225
43.865	125.34
33.6	-7.6164
38.9228	121.6298
26.46	80.32
12	8.52
32.08	34.77
9.0333	38.7
-25.42	-49.32
36.8	118.05
21.5169	39.2192
-1.2833	36.8167
30.25	120.17
-26.1496	28.3299
10.501	-66.917
45.47	9.205
48.78	9.2
25.07	102.68
-6.8	39.2683
44.9635	-93.2678
26.9211	75.81
37.875	112.5451
50.1	8.675
36.09	120.33
-7.2492	112.7508
38.7227	-9.1449
27.9942	-82.4451
36.675	116.995
33.595	130.41
-22.9	-47.1
39.7621	-104.8759
22.6333	120.2666
14.6504	121.03
50.2604	19.02
36.23	37.17
-29.865	30.98
50.4334	30.5166
26.855	80.915
30.01	31.19
34.755	113.6651
24.1521	120.6817
40.6501	-73.9496
7.38	3.93
31.41	73.11
26.08	119.3
28.2	112.97
14.7158	-17.4731
38.4361	27.1518
27.8504	112.9
36.056	103.792
37.4761	126.6422
43.075	141.34
24.45	118.08
-2.22	-79.92
5.4136	100.3294
36.27	59.57
33.5	36.3
35.8668	128.607
21.17	79.09
40.7503	120.83
38.05	114.48
36.8028	10.1797
48.2	16.3666
43.85	126.55
15.6167	32.48
-6.95	107.57
-6.2173	106.9723
49.5004	8.47
28.68	115.88
28.02	120.6501
40.7498	-73.7976
49.2734	-123.1216
52.475	-1.92
3.4	-76.5
40.84	14.245
38.2871	141.0217
53.5004	-2.248
19.05	-98.2
32.8925	13.18
41.3117	69.2949
23.132	-82.3642
30.7804	106.13
39.3051	-76.6144
22.82	108.32
-1.45	-48.48
25.625	85.13
18.4701	-69.9001
43.805	87.575
34.88	117.57
40.3953	49.8622
5.55	-0.2167
37.5304	121.4
3.58	98.65
-17.7539	-63.226
34.28	117.18
33.9381	-117.3948
35.08	118.33
38.6358	-90.2451
36.2333	-115.2654
10.73	-71.66
29.3697	47.9783
26.4282	50.0997
45.5371	-122.65
20.05	110.32
34.3878	132.4429
40.6522	109.822
31.85	117.28
22.7151	75.865
-16.72	-49.3
15.3547	44.2066
29.4658	-98.5254
18.541	-72.336
20.83	106.6801
33.6361	116.9789
33.0004	112.53
44.4334	26.0999
29.88	121.55
4.0604	9.71
39.6243	118.1944
23	120.2
40.08	113.3
-25.2964	-57.6415
34.75	72.35
-27.455	153.0351
33.6	73.04
38.5667	-121.4683
33.872	35.5097
37.3021	-121.8489
53.9	27.5666
35.03	135.75
10.96	-74.8
28.4772	-81.3369
34.1299	118.7734
10.23	-67.98
53.55	10
22.31	73.18
-3.1	-60
34.4504	115.65
31.58	120.3
-2.98	104.75
50.8333	4.3333
51.45	7.0166
41.4767	-81.6805
23.25	77.41
40.82	111.66
40.4396	-79.9763
34.68	112.4701
-23.9537	-46.3329
30.6501	113.16
52.25	21
34.0253	-6.8361
-20.324	-40.366
-0.215	-78.5001
-18.9166	47.5166
11	76.95
46.58	125
31.7503	116.48
30.82	108.4
47.5	19.0833
45.0704	7.67
31.3005	120.62
30.9278	75.8723
39.1412	-84.506
6.69	-1.63
40.7834	-73.9662
47.345	123.99
41.115	122.94
30.3006	-97.7517
24.965	121.2168
36.58	114.48
36.2	117.1201
32.7	51.7
39.1239	-94.5541
3.8667	11.5167
23.37	116.67
27.1704	78.015
21.2	110.38
-16.498	-68.15
19.2502	73.1602
9.0833	7.5333
-17.8178	31.0447
39.7771	-86.1458
30.3704	113.44
22.84	89.56
36.7204	119.1001
32.5	-117.08
19.5	-70.67
32.1304	114.07
28.88	105.38
-31.955	115.84
19.3304	-99.67
17.73	83.305
53.83	-1.58
34.68	135.17
39.986	-82.9851
30.2	71.455
10.015	76.2239
-34.858	-56.1711
32.1604	74.185
-22.9	-43.1
25.92	114.95
43.78	11.25
24.28	109.25
12.65	-8
9.5315	-13.6802
40.2	29.07
21.15	-101.7
36.7335	-76.0435
20.0004	73.78
41.8654	123.87
29.03	111.68
36.3355	127.425
35.2079	-80.8304
11.55	104.9166
29.5804	105.05
24.9	118.58
50	36.25
25.38	68.375
40.8501	-73.8662
6.1319	1.2228
-31.4	-64.1823
32.63	116.98
25.2866	51.533
3.1667	101.7
-25.9553	32.5892
10.52	7.44
35.171	126.9104
35.53	139.705
13.71	-89.203
30.5333	105.5333
45.77	4.83
35.8004	50.97
0.3167	32.5833
38.0863	46.3012
52.08	4.27
7.11	125.63
43.29	5.375
29.0004	77.7
31.47	104.77
-6.9666	110.42
28.4333	77.3167
55.03	82.96
21.43	39.82
25.23	55.28
43.0642	-87.9673
-36.8481	174.763
31.7304	118.48
-4.2592	15.2847
28.6004	112.33
25.33	83
-11.68	27.48
31.6904	-106.49
28.6604	77.4084
-25.7069	28.2294
35.23	115.45
41.15	-8.62
23.6833	86.9833
-15.4166	28.2833
31.78	119.97
36.345	43.145
56.85	60.6
34.005	71.535
21.97	96.085
22.7875	86.1975
-6.15	23.6
9.92	78.12
36.995	35.32
53.3667	-1.5
23.1751	79.9551
9.935	-84.0841
8.968	-79.533
56.333	44.0001
42.27	118.95
51.43	6.75
48.1299	11.575
33.58	119.03
59.3508	18.0973
-5.14	119.432
22.31	70.8
23.8004	86.42
44.575	129.59
46.21	6.14
29.63	52.57
30.8704	120.1
34.6	105.92
26.5944	104.8333
51.2204	6.78
21.9204	110.87
37.405	-5.98
31.64	74.87
-20.3676	-40.318
3.2167	-51.2167
43.325	76.915
41.823	-71.4187
18.01	79.58
-32.9511	-60.6663
25.455	81.84
6.3405	5.62
35.4004	116.55
-9.62	-35.73
42.6833	23.3167
34.1495	73.1995
32.1167	20.0667
-7.7188	109.0154
50.0833	14.466
55.8744	-4.2507
29.5671	103.7333
30.3322	-81.6749
12.3703	-1.5247
45.4167	-75.7
-34.935	138.6
28.4704	117.97
25.5701	-103.42
34.1	74.815
16.52	80.63
53.195	50.1513
54.99	73.4
-32.8453	151.815
22.63	110.15
38.7669	125.4524
34.3456	108.7147
8.4508	124.6853
10.05	105.77
10.05	-69.3
60.1756	24.9341
55.7499	49.1263
19.8957	75.3203
51.083	-114.08
19.41	-99.03
47.38	8.55
38.8704	115.48
29.4	104.78
25.3714	55.4065
40.1812	44.5136
2.0667	45.3667
41.725	44.7908
32.68	109.02
-12.75	15.76
7.5304	5.76
44.8186	20.468
40.7774	-111.93
21.2167	81.4333
29.12	119.65
55.155	61.4387
-5.78	-35.24
38.56	68.7739
55.6786	12.5635
35.2191	128.5836
27.83	113.15
37.2578	127.0109
36.1715	-86.7843
-26.6496	27.96
32.02	112.13
35.1046	-89.9773
35.5467	129.317
31.95	35.9333
35.99	119.3801
37.5295	-77.4756
53.3331	-6.2489
